order_id,vendor,item,category,price,discount_pct,multiple_sizes_ordered,order_date,delivery_date,returned
ORD-D6CB02DFAC,Walmart,Running shoes,shoes,83.84,27.21,0,2024-02-18,2024-02-25,0
ORD-88F96752E1,Zappos,Running shoes,shoes,36.02,9.60,0,2024-04-16,2024-04-20,0
ORD-31F9DCB24A,Kobo,Bluetooth speaker,electronics,179.59,10.06,0,2024-12-09,2024-12-21,1
ORD-5CFCDAE584,Newegg,Noise cancelling headphones,electronics,217.64,10.48,0,2024-08-20,2024-08-22,0
ORD-B6B3B673B9,Target,Wireless earbuds,electronics,124.61,6.58,0,2024-02-29,2024-03-02,0
ORD-8225D76CB6,Etsy,Sandals,shoes,54.76,11.22,0,2024-06-15,2024-06-18,0
ORD-3D8AABCE65,BestBuy,Smart watch,electronics,101.99,4.63,0,2024-04-12,2024-04-17,0
ORD-0232D5D06F,Amazon,Business strategy book,books,14.03,6.78,0,2024-11-08,2024-11-14,0
ORD-C2D303A915,Kobo,Smart watch,electronics,128.57,12.77,0,2024-05-18,2024-05-21,0
ORD-D81C767039,IKEA,Denim jacket,clothing,29.96,11.06,0,2024-08-02,2024-08-05,0
ORD-4D00F008E2,Target,Storage organizer set,home,112.69,8.63,0,2024-10-22,2024-11-04,0
ORD-FD04CA7D7F,Newegg,Casual hoodie,clothing,23.19,8.72,0,2024-10-29,2024-11-04,0
ORD-C06F1EE217,Newegg,Denim jacket,clothing,36.50,7.43,0,2024-04-23,2024-05-04,0
ORD-0612F6659C,Amazon,Bluetooth speaker,electronics,166.10,3.83,0,2024-01-21,2024-02-04,0
ORD-0C50A0A3A0,Zappos,Business strategy book,books,12.75,5.65,0,2024-12-22,2025-01-01,0
ORD-76D16D8A4D,BestBuy,4K streaming stick,electronics,260.97,1.76,0,2024-12-20,2024-12-29,1
ORD-447FB81073,Walmart,Kitchen blender,home,37.38,36.66,0,2024-03-23,2024-03-31,0
ORD-391DE519EC,Amazon,Sandals,shoes,44.24,21.06,1,2024-12-26,2024-12-31,0
ORD-0DAFACA7B7,Kobo,Kitchen blender,home,46.89,4.80,0,2024-02-06,2024-02-11,0
ORD-729B5EB541,Amazon,Chelsea boots,shoes,60.32,5.35,0,2024-11-09,2024-11-16,0
ORD-11849D0753,Etsy,Cotton T-shirt,clothing,56.90,18.99,0,2024-07-05,2024-07-16,0
ORD-EC72521414,Kobo,Storage organizer set,home,47.87,24.81,0,2024-11-27,2024-12-04,0
ORD-0CD8CFBF7E,Target,Noise cancelling headphones,electronics,97.95,0.95,0,2024-02-28,2024-03-07,0
ORD-0C0E217185,Walmart,Noise cancelling headphones,electronics,300.34,3.98,0,2024-05-16,2024-05-22,1
ORD-1936BF3519,Etsy,Vacuum cleaner,home,94.91,9.86,0,2024-09-26,2024-10-06,0
ORD-D079EB0EBE,Zappos,Chelsea boots,shoes,54.49,29.49,0,2024-12-10,2024-12-23,0
ORD-9054A097B3,Walmart,Running shorts,clothing,44.11,7.38,0,2024-04-01,2024-04-05,0
ORD-BDA35A7D06,Target,Sweater,clothing,26.31,18.98,1,2024-03-18,2024-03-29,0
ORD-1F6DB810DE,IKEA,Running shorts,clothing,38.72,4.73,0,2024-03-08,2024-03-14,0
ORD-B5B9FCA015,IKEA,Denim jacket,clothing,28.32,51.77,0,2024-09-23,2024-10-01,0
ORD-E6ECCC7C32,Etsy,Vacuum cleaner,home,82.87,16.02,0,2024-12-22,2024-12-28,0
ORD-5F6DC1482E,IKEA,Fantasy novel,books,9.65,11.91,0,2024-06-05,2024-06-08,0
ORD-B4E8147B68,Etsy,Cooking guide,books,25.99,12.48,0,2024-01-25,2024-01-28,0
ORD-988016892B,Target,4K streaming stick,electronics,240.76,17.02,0,2024-03-30,2024-04-10,0
ORD-683A34FE0E,Target,Smart watch,electronics,175.87,6.27,0,2024-06-11,2024-06-18,0
ORD-913271A5F7,Zappos,Wireless earbuds,electronics,100.90,20.93,0,2024-06-25,2024-06-28,0
ORD-B2F91F6AA1,IKEA,Leather sneakers,shoes,50.21,15.23,0,2024-09-12,2024-09-21,0
ORD-A25B6CE301,Target,Kitchen blender,home,57.14,14.88,0,2024-10-06,2024-10-19,0
ORD-B877709B33,Kobo,Desk lamp,home,45.34,7.53,0,2024-10-20,2024-10-28,0
ORD-50D3F4B8A7,Etsy,Paperback thriller,books,14.60,0.53,0,2024-01-21,2024-01-24,0
ORD-604D9CB159,Amazon,Vacuum cleaner,home,64.45,8.12,0,2024-04-22,2024-04-28,0
ORD-C2DC081398,Walmart,Casual hoodie,clothing,27.69,18.58,0,2024-05-22,2024-05-25,1
ORD-E88ADC070C,BestBuy,Fantasy novel,books,16.69,1.91,0,2024-09-08,2024-09-12,0
ORD-A25D30E016,Etsy,Running shorts,clothing,33.11,20.99,0,2024-07-08,2024-07-13,1
ORD-2C306FB021,Etsy,Desk lamp,home,82.13,18.28,0,2024-10-14,2024-10-16,0
ORD-7602C63E97,Newegg,Business strategy book,books,10.00,3.61,0,2024-08-05,2024-08-14,0
ORD-917C4D3C62,BestBuy,Running shoes,shoes,49.04,10.21,0,2024-09-25,2024-10-09,0
ORD-A8E8F117E3,Newegg,Leather sneakers,shoes,53.71,32.86,0,2024-03-30,2024-04-06,0
ORD-EF2BA86972,Walmart,Smart watch,electronics,89.50,5.97,0,2024-05-28,2024-06-04,0
ORD-273B71B04B,IKEA,Sandals,shoes,55.45,35.36,0,2024-01-14,2024-01-24,0
ORD-FC60ABF789,Kobo,Kitchen blender,home,51.10,8.75,0,2024-05-27,2024-06-01,0
ORD-D95A333F09,Amazon,Wireless earbuds,electronics,135.27,15.51,0,2024-09-09,2024-09-23,0
ORD-67DFC02661,Kobo,Winter boots,shoes,47.86,17.20,0,2024-12-17,2024-12-23,0
ORD-959F95F306,Etsy,Casual hoodie,clothing,32.57,19.33,1,2024-05-12,2024-05-15,1
ORD-D43779FC1D,Kobo,Air purifier,home,93.56,17.71,0,2024-01-28,2024-02-01,0
ORD-4706E231A7,Amazon,Desk lamp,home,41.18,16.58,0,2024-11-23,2024-12-05,0
ORD-35572F4AF6,BestBuy,4K streaming stick,electronics,166.57,17.33,0,2024-10-05,2024-10-09,0
ORD-5E465A1690,IKEA,Desk lamp,home,51.41,12.19,0,2024-10-23,2024-10-28,0
ORD-EC64DB17A5,Zappos,Noise cancelling headphones,electronics,169.26,9.14,0,2024-09-05,2024-09-10,0
ORD-8242733DA1,Target,4K streaming stick,electronics,97.51,8.58,0,2024-04-06,2024-04-16,0
ORD-54C74104D1,Zappos,Winter boots,shoes,81.97,14.68,0,2024-08-01,2024-08-07,1
ORD-DED7875CD6,Amazon,Bluetooth speaker,electronics,111.09,6.37,0,2024-12-19,2024-12-24,0
ORD-8CFFD01408,Zappos,Chelsea boots,shoes,95.86,25.13,0,2024-03-01,2024-03-04,0
ORD-9576549270,Walmart,Noise cancelling headphones,electronics,91.96,14.26,0,2024-03-07,2024-03-21,0
ORD-2E925383E2,BestBuy,Cotton T-shirt,clothing,16.60,17.57,0,2024-01-22,2024-01-25,1
ORD-0C89D3B83C,Amazon,Sandals,shoes,34.00,24.04,0,2024-02-03,2024-02-07,1
ORD-6E0E638B08,BestBuy,Casual hoodie,clothing,33.36,7.86,0,2024-04-04,2024-04-12,1
ORD-EBA4CD3F45,IKEA,4K streaming stick,electronics,154.99,14.36,0,2024-03-23,2024-04-03,0
ORD-64C1C1C0FC,BestBuy,Leather sneakers,shoes,60.85,17.29,0,2024-09-27,2024-09-30,0
ORD-AFFD642714,Target,Storage organizer set,home,157.30,32.95,0,2024-04-19,2024-05-01,0
ORD-41AF040C19,Etsy,Fantasy novel,books,20.55,6.21,0,2024-12-10,2024-12-23,0
ORD-CC2BB355C1,Newegg,Vacuum cleaner,home,51.82,9.18,0,2024-04-26,2024-05-01,0
ORD-6D0B6137CA,BestBuy,Vacuum cleaner,home,58.91,10.12,0,2024-03-10,2024-03-16,0
ORD-12B71EC9BB,Zappos,Kitchen blender,home,86.15,24.70,0,2024-09-09,2024-09-11,0
ORD-6810635547,IKEA,Sandals,shoes,68.99,1.68,0,2024-08-07,2024-08-10,1
ORD-345A83B1D8,Etsy,Science textbook,books,8.99,29.26,0,2024-12-10,2024-12-12,0
ORD-0BA363F376,BestBuy,Denim jacket,clothing,27.02,22.39,0,2024-02-22,2024-03-02,0
ORD-9AA3E1445C,BestBuy,Noise cancelling headphones,electronics,133.28,9.46,0,2024-06-22,2024-06-25,0
ORD-B9545E09FE,Newegg,Bluetooth speaker,electronics,142.05,8.34,0,2024-12-31,2025-01-09,0
ORD-954CDFE157,Etsy,Business strategy book,books,32.56,3.34,0,2024-07-26,2024-08-09,0
ORD-BF3D879968,Kobo,Wireless earbuds,electronics,182.67,18.55,0,2024-09-07,2024-09-13,1
ORD-F476341B2B,Amazon,Cotton T-shirt,clothing,32.25,2.17,1,2024-04-01,2024-04-06,0
ORD-E31AC1213A,IKEA,4K streaming stick,electronics,101.25,5.33,0,2024-02-09,2024-02-17,0
ORD-37830A8C48,Walmart,Cooking guide,books,22.12,8.56,0,2024-09-08,2024-09-14,0
ORD-60DBA68F9A,Zappos,Leather sneakers,shoes,71.98,22.42,1,2024-08-08,2024-08-19,1
ORD-06F9B0D660,Etsy,Business strategy book,books,23.28,4.53,0,2024-01-19,2024-01-21,0
ORD-788A62D11C,Target,Vacuum cleaner,home,49.36,9.68,0,2024-06-08,2024-06-17,0
ORD-4FF1F4D308,Kobo,Casual hoodie,clothing,70.33,5.18,0,2024-08-31,2024-09-07,1
ORD-B4137E76C0,Newegg,Sweater,clothing,51.65,18.81,0,2024-11-11,2024-11-19,0
ORD-CB2E85AAB3,Etsy,Kitchen blender,home,61.26,14.82,0,2024-07-06,2024-07-11,0
ORD-81FF11C8B4,Etsy,Running shorts,clothing,31.30,40.04,0,2024-07-01,2024-07-06,1
ORD-52A8EA37E3,Walmart,Smart watch,electronics,159.03,28.33,0,2024-10-30,2024-11-01,0
ORD-6E467F0819,Etsy,Denim jacket,clothing,33.72,16.49,0,2024-08-04,2024-08-11,0
ORD-F558F8694B,Amazon,Vacuum cleaner,home,69.62,5.65,0,2024-06-11,2024-06-16,0
ORD-A8719EC728,BestBuy,Sandals,shoes,47.03,5.76,0,2024-06-21,2024-06-27,0
ORD-C50869DC3D,Target,Storage organizer set,home,119.04,30.35,0,2024-08-11,2024-08-14,0
ORD-DE2BF2B3F8,Zappos,Denim jacket,clothing,23.95,19.72,1,2024-10-20,2024-10-25,0
ORD-30DA8C45F6,BestBuy,Casual hoodie,clothing,27.03,4.73,1,2024-09-28,2024-10-04,0
ORD-2289FECBFC,IKEA,Casual hoodie,clothing,23.15,7.57,0,2024-10-03,2024-10-07,0
ORD-A0B0DDEF91,Zappos,Vacuum cleaner,home,59.09,16.50,0,2024-10-07,2024-10-10,1
ORD-94C7A69FEE,Target,Winter boots,shoes,54.51,8.82,0,2024-08-27,2024-08-31,0
ORD-DE5F29BC15,Newegg,Winter boots,shoes,62.69,19.92,1,2024-04-12,2024-04-17,1
ORD-D707FFAFD9,IKEA,Bluetooth speaker,electronics,100.95,9.87,0,2024-02-02,2024-02-10,0
ORD-7F2FEF855C,Target,Desk lamp,home,61.57,17.14,0,2024-04-30,2024-05-05,0
ORD-3176306E94,Amazon,Smart watch,electronics,159.37,6.45,0,2024-06-07,2024-06-13,0
ORD-8E15EE7C58,Walmart,Denim jacket,clothing,23.76,12.49,1,2024-05-22,2024-05-30,1
ORD-7765CE0777,Kobo,Cotton T-shirt,clothing,37.71,36.77,0,2024-06-01,2024-06-12,0
ORD-E1F62DC265,Etsy,Paperback thriller,books,21.05,19.09,0,2024-03-12,2024-03-16,0
ORD-D1AC934F60,BestBuy,Winter boots,shoes,71.63,4.56,0,2024-09-25,2024-09-29,0
ORD-C6F0D2EA0B,BestBuy,Noise cancelling headphones,electronics,76.41,11.22,0,2024-10-26,2024-11-04,0
ORD-3191E5F758,Walmart,Science textbook,books,14.69,0.49,0,2024-04-19,2024-05-02,0
ORD-DFDDA869BD,Amazon,Vacuum cleaner,home,170.20,1.26,0,2024-12-24,2025-01-06,0
ORD-DBF0BE30F2,Kobo,Science textbook,books,14.96,2.25,0,2024-03-15,2024-03-20,0
ORD-809C68A81E,Amazon,Storage organizer set,home,79.17,44.09,0,2024-01-28,2024-02-05,0
ORD-B6570839F4,IKEA,4K streaming stick,electronics,78.25,37.94,0,2024-11-23,2024-12-06,0
ORD-2956F7E40F,Zappos,Denim jacket,clothing,32.96,6.65,0,2024-07-20,2024-08-01,0
ORD-61C1E1ED23,BestBuy,Air purifier,home,95.72,33.99,0,2024-03-23,2024-04-04,0
ORD-7371CDF490,Amazon,Cooking guide,books,8.93,1.33,0,2024-09-08,2024-09-14,0
ORD-A8273225B2,Newegg,Kitchen blender,home,78.68,5.34,0,2024-12-23,2024-12-27,1
ORD-8F758D2095,Zappos,Cooking guide,books,10.79,6.68,0,2024-01-15,2024-01-24,0
ORD-CC134D6D88,Kobo,Smart watch,electronics,161.85,21.16,0,2024-06-05,2024-06-09,1
ORD-7AE3D89625,Target,Winter boots,shoes,29.66,22.52,0,2024-06-12,2024-06-18,0
ORD-3F8F611E2D,IKEA,Smart watch,electronics,290.86,4.54,0,2024-06-16,2024-06-26,0
ORD-0FD788ABF9,Newegg,Bluetooth speaker,electronics,53.38,3.71,0,2024-10-19,2024-10-22,0
ORD-4B3E7299AD,Walmart,Leather sneakers,shoes,68.51,3.56,0,2024-12-25,2025-01-05,1
ORD-C371ECCEFA,Newegg,Winter boots,shoes,80.33,5.13,1,2024-07-07,2024-07-10,0
ORD-EF7DDF5168,Zappos,Running shorts,clothing,37.77,10.99,0,2024-12-10,2024-12-16,0
ORD-B88A644314,Walmart,Noise cancelling headphones,electronics,153.17,26.18,0,2024-09-10,2024-09-15,0
ORD-109FA97F4D,IKEA,Smart watch,electronics,95.96,19.53,0,2024-07-28,2024-08-07,0
ORD-16404E61D3,Kobo,Smart watch,electronics,100.70,7.76,0,2024-12-16,2024-12-24,0
ORD-B9CAE6C715,Newegg,Air purifier,home,34.52,31.84,0,2024-12-28,2025-01-02,0
ORD-FF77CB51C8,BestBuy,Casual hoodie,clothing,33.19,38.36,0,2024-06-30,2024-07-14,0
ORD-DB7ABE3ECF,Amazon,Leather sneakers,shoes,40.12,17.93,0,2024-06-03,2024-06-17,0
ORD-4393FDC4C0,Zappos,Wireless earbuds,electronics,178.83,2.65,0,2024-05-13,2024-05-16,0
ORD-B92DE8FCA7,Target,Paperback thriller,books,18.89,8.30,0,2024-09-28,2024-10-03,0
ORD-7908B21A90,Amazon,Air purifier,home,75.45,16.82,0,2024-05-23,2024-06-01,0
ORD-D31FF9CC06,IKEA,Storage organizer set,home,24.71,19.55,0,2024-05-15,2024-05-21,0
ORD-E8E14B2939,Etsy,Bluetooth speaker,electronics,366.22,3.15,0,2024-03-18,2024-03-25,0
ORD-6E87E56CB7,Amazon,Science textbook,books,20.87,12.89,0,2024-04-27,2024-04-30,0
ORD-5887E401B4,Kobo,Bluetooth speaker,electronics,128.48,9.09,0,2024-09-10,2024-09-12,0
ORD-9CECF5C5EB,Kobo,Business strategy book,books,21.57,2.02,0,2024-03-16,2024-03-19,0
ORD-9568B69654,Target,Air purifier,home,37.69,19.16,0,2024-05-19,2024-05-26,0
ORD-87F20B8A7C,Amazon,4K streaming stick,electronics,89.24,17.31,0,2024-04-02,2024-04-07,0
ORD-ACD6AD8778,Etsy,Cotton T-shirt,clothing,40.93,7.34,0,2024-03-03,2024-03-08,0
ORD-8338346442,Etsy,Denim jacket,clothing,41.49,20.08,0,2024-09-02,2024-09-08,0
ORD-F504D81A9D,Amazon,Chelsea boots,shoes,95.96,7.21,0,2024-08-19,2024-08-23,0
ORD-2BFCDD3CB9,Target,Running shoes,shoes,65.95,19.54,0,2024-05-24,2024-05-28,1
ORD-0DF09AE941,Zappos,Casual hoodie,clothing,23.70,15.02,0,2024-04-01,2024-04-05,0
ORD-D1F2EF3173,BestBuy,Paperback thriller,books,14.00,4.63,0,2024-03-24,2024-03-29,0
ORD-7948DD33BD,BestBuy,Noise cancelling headphones,electronics,78.01,23.49,0,2024-08-09,2024-08-18,0
ORD-31053C17BC,Target,Chelsea boots,shoes,131.58,11.40,0,2024-09-19,2024-09-22,0
ORD-7815760EE4,Kobo,Cooking guide,books,15.09,1.05,0,2024-08-04,2024-08-06,0
ORD-FA21EE471B,Target,Vacuum cleaner,home,72.22,25.58,0,2024-02-17,2024-02-19,0
ORD-45FA81EC30,Walmart,Science textbook,books,23.00,7.19,0,2024-09-26,2024-10-04,0
ORD-5F79952626,Kobo,Vacuum cleaner,home,58.04,29.02,0,2024-06-02,2024-06-05,0
ORD-7200D2548F,Walmart,Storage organizer set,home,110.78,6.79,0,2024-10-18,2024-10-20,0
ORD-B002BED7CD,Zappos,Cotton T-shirt,clothing,50.11,30.47,0,2024-08-25,2024-09-02,0
ORD-1B2DA942EE,Etsy,Desk lamp,home,59.39,22.08,0,2024-09-14,2024-09-16,0
ORD-7DF9F86794,Target,Science textbook,books,23.35,4.16,0,2024-01-24,2024-01-26,0
ORD-5DFAB977DE,Etsy,Storage organizer set,home,76.08,19.06,0,2024-12-09,2024-12-15,0
ORD-D4338087FF,Target,Air purifier,home,38.36,19.30,0,2024-11-05,2024-11-09,0
ORD-148047568A,Zappos,Paperback thriller,books,25.97,21.20,0,2024-03-28,2024-04-05,0
ORD-C482A86FE9,Kobo,Cooking guide,books,19.49,4.77,0,2024-11-11,2024-11-16,0
ORD-D3516CB413,IKEA,Paperback thriller,books,17.14,1.46,0,2024-01-08,2024-01-11,0
ORD-BF3B963FF2,Amazon,Smart watch,electronics,134.83,5.66,0,2024-03-15,2024-03-23,0
ORD-63255D1B36,Walmart,Leather sneakers,shoes,62.17,4.32,0,2024-08-30,2024-09-04,1
ORD-CB12156AB0,Kobo,Bluetooth speaker,electronics,201.94,5.96,0,2024-08-18,2024-08-25,0
ORD-266B1728DD,Amazon,Cooking guide,books,14.00,28.39,0,2024-12-31,2025-01-05,0
ORD-58B10A4119,Zappos,Cooking guide,books,19.17,31.56,0,2024-09-19,2024-09-26,0
ORD-E51305EFCE,Walmart,Paperback thriller,books,11.63,8.20,0,2024-08-04,2024-08-11,0
ORD-DDC08DEF4F,Newegg,Vacuum cleaner,home,41.77,20.78,0,2024-11-14,2024-11-26,0
ORD-04159B3EF8,Amazon,Science textbook,books,17.75,4.44,0,2024-04-08,2024-04-14,0
ORD-7B95F377EB,Walmart,Winter boots,shoes,48.29,3.03,0,2024-11-04,2024-11-15,0
ORD-64A3DF0DF0,Target,Cooking guide,books,22.37,12.01,0,2024-07-18,2024-07-31,0
ORD-0AD603E649,Kobo,Air purifier,home,74.67,23.38,0,2024-05-24,2024-06-01,0
ORD-3AA179DE7A,Target,Science textbook,books,25.31,3.94,0,2024-11-06,2024-11-12,0
ORD-FCB4C74C42,IKEA,Science textbook,books,16.05,0.69,0,2024-01-25,2024-02-08,0
ORD-12C00FA05B,Etsy,Air purifier,home,108.03,11.92,0,2024-09-14,2024-09-16,0
ORD-C0B7D985C7,BestBuy,Fantasy novel,books,20.40,14.57,0,2024-10-14,2024-10-17,0
ORD-844A9B7BE3,Etsy,Kitchen blender,home,113.96,5.33,0,2024-10-12,2024-10-16,0
ORD-D3B8571ABF,BestBuy,Leather sneakers,shoes,33.33,17.00,0,2024-08-22,2024-09-04,0
ORD-F7337816BF,BestBuy,Casual hoodie,clothing,23.84,33.00,0,2024-04-15,2024-04-27,0
ORD-B7395BE9E4,Kobo,Storage organizer set,home,68.03,8.78,0,2024-02-20,2024-02-23,0
ORD-5073C056B2,BestBuy,Smart watch,electronics,76.76,1.78,0,2024-07-31,2024-08-09,0
ORD-45BB0C509C,Etsy,Cooking guide,books,17.83,2.94,0,2024-02-13,2024-02-17,0
ORD-6DE3EB3BBB,Etsy,Science textbook,books,20.26,11.25,0,2024-09-28,2024-10-03,0
ORD-4D4A8214D0,Newegg,Business strategy book,books,16.14,11.87,0,2024-09-21,2024-10-01,0
ORD-83EB4E216E,Kobo,Denim jacket,clothing,35.65,6.44,0,2024-09-21,2024-10-04,1
ORD-728AF75683,Newegg,Air purifier,home,53.32,12.35,0,2024-07-20,2024-07-29,0
ORD-9080BD1D86,Amazon,4K streaming stick,electronics,90.26,16.87,0,2024-08-02,2024-08-07,0
ORD-5CB92A4702,Etsy,Desk lamp,home,38.21,20.52,0,2024-09-27,2024-10-04,0
ORD-F6AEA1161B,Kobo,Science textbook,books,19.74,3.18,0,2024-11-15,2024-11-25,0
ORD-01A80280AA,Newegg,Air purifier,home,87.43,7.04,0,2024-02-13,2024-02-15,0
ORD-8EB5FDDD96,Zappos,4K streaming stick,electronics,125.18,17.73,0,2024-02-17,2024-02-23,0
ORD-8B9717655F,Amazon,Wireless earbuds,electronics,127.00,16.31,0,2024-10-03,2024-10-10,0
ORD-9616EA3D7D,Zappos,Paperback thriller,books,22.20,13.50,0,2024-07-09,2024-07-13,0
ORD-78E11CFF9E,Amazon,Cotton T-shirt,clothing,40.77,3.64,0,2024-01-03,2024-01-09,0
ORD-ED8501ED30,Zappos,Winter boots,shoes,50.90,3.12,0,2024-12-07,2024-12-17,0
ORD-D2DF24F68D,Newegg,4K streaming stick,electronics,195.73,4.86,0,2024-02-23,2024-02-27,0
ORD-C90AFAFA04,Kobo,Kitchen blender,home,40.07,15.63,0,2024-08-05,2024-08-15,1
ORD-883E29B123,Newegg,Denim jacket,clothing,48.93,10.64,0,2024-07-08,2024-07-16,0
ORD-C189FB4C56,Zappos,Sandals,shoes,33.54,7.21,0,2024-11-21,2024-11-26,0
ORD-69F59B23E2,Newegg,Science textbook,books,15.76,4.89,0,2024-03-06,2024-03-12,0
ORD-F8388B2905,Zappos,Leather sneakers,shoes,57.74,14.92,0,2024-01-17,2024-01-26,0
ORD-585C17F3BE,BestBuy,Storage organizer set,home,64.99,11.08,0,2024-02-26,2024-02-29,0
ORD-F952B339B5,Zappos,Denim jacket,clothing,27.19,40.96,0,2024-07-10,2024-07-14,0
ORD-5ED2B45769,Target,4K streaming stick,electronics,350.87,1.89,0,2024-06-05,2024-06-16,0
ORD-583B68CDDB,Amazon,Paperback thriller,books,22.09,7.80,0,2024-02-04,2024-02-15,0
ORD-BFE823A11B,IKEA,Winter boots,shoes,47.37,11.86,0,2024-07-12,2024-07-18,0
ORD-89F0E7102B,Target,Running shoes,shoes,62.33,14.97,0,2024-08-18,2024-08-26,1
ORD-5822AE565A,BestBuy,Storage organizer set,home,66.13,9.67,0,2024-07-28,2024-08-02,0
ORD-C630DC2FED,Zappos,Kitchen blender,home,98.32,18.52,0,2024-08-14,2024-08-23,0
ORD-8850A4F278,Amazon,4K streaming stick,electronics,85.91,6.01,0,2024-12-28,2025-01-01,0
ORD-FA48F8C9FB,Walmart,Casual hoodie,clothing,48.35,23.99,0,2024-10-18,2024-10-24,0
ORD-49F3918929,Amazon,Leather sneakers,shoes,52.15,17.51,0,2024-01-10,2024-01-14,0
ORD-DDC9747214,Kobo,Leather sneakers,shoes,88.45,18.12,0,2024-07-24,2024-07-31,0
ORD-DB6576EA74,Etsy,Running shorts,clothing,37.90,3.44,1,2024-09-27,2024-10-01,0
ORD-A1E2C64746,BestBuy,Casual hoodie,clothing,19.52,16.71,1,2024-05-10,2024-05-19,1
ORD-3A1C763B49,Target,Paperback thriller,books,14.91,12.79,0,2024-06-15,2024-06-18,0
ORD-9E3BF0F109,Newegg,Kitchen blender,home,107.66,2.91,0,2024-07-30,2024-08-10,0
ORD-1AF5ADB14D,Amazon,Denim jacket,clothing,30.01,21.90,0,2024-05-01,2024-05-07,0
ORD-C0E989E6BB,BestBuy,Cooking guide,books,13.17,22.68,0,2024-07-27,2024-07-29,1
ORD-DB089157E2,Amazon,Noise cancelling headphones,electronics,51.76,15.89,0,2024-10-27,2024-11-04,0
ORD-3B6AC11CB3,IKEA,4K streaming stick,electronics,111.19,7.62,0,2024-02-12,2024-02-23,0
ORD-C09698214E,Etsy,4K streaming stick,electronics,197.19,26.45,0,2024-05-05,2024-05-12,0
ORD-A245E8C945,Amazon,Paperback thriller,books,16.53,11.68,0,2024-11-13,2024-11-17,0
ORD-17C95B907E,Amazon,Running shorts,clothing,21.19,12.35,0,2024-12-14,2024-12-19,0
ORD-84A9A3291A,Zappos,Noise cancelling headphones,electronics,148.88,31.39,0,2024-10-15,2024-10-17,0
ORD-7535855018,Zappos,Noise cancelling headphones,electronics,69.07,11.41,0,2024-04-17,2024-04-24,0
ORD-7AC3049EC1,IKEA,Vacuum cleaner,home,76.89,17.91,0,2024-12-05,2024-12-19,0
ORD-1C3C27DFC8,Etsy,Paperback thriller,books,11.21,1.34,0,2024-03-09,2024-03-17,1
ORD-8A286D23AA,Amazon,Paperback thriller,books,38.57,3.50,0,2024-07-30,2024-08-06,0
ORD-6AD73DF93F,Newegg,Fantasy novel,books,10.68,3.30,0,2024-11-28,2024-12-06,0
ORD-3943009C63,BestBuy,Cooking guide,books,18.06,3.60,0,2024-07-11,2024-07-21,0
ORD-3318979C7B,Amazon,Wireless earbuds,electronics,205.76,9.59,0,2024-04-08,2024-04-14,1
ORD-5F5EE8F4F6,Etsy,Air purifier,home,55.17,7.50,0,2024-11-10,2024-11-17,0
ORD-0A820CE971,Walmart,Bluetooth speaker,electronics,55.18,19.16,0,2024-01-19,2024-01-23,0
ORD-C9F8E36EB9,Amazon,Smart watch,electronics,119.10,4.52,0,2024-11-22,2024-11-27,0
ORD-C6AB9E7D94,Target,Fantasy novel,books,29.64,5.12,0,2024-10-16,2024-10-24,0
ORD-8AD9F640D6,BestBuy,4K streaming stick,electronics,169.96,6.85,0,2024-02-03,2024-02-06,0
ORD-C850D6A4F8,IKEA,Running shoes,shoes,59.41,17.62,1,2024-12-20,2024-12-28,0
ORD-EDF7B056DC,Kobo,Leather sneakers,shoes,79.22,16.24,0,2024-11-28,2024-11-30,0
ORD-722092967A,Newegg,Cooking guide,books,13.48,3.13,0,2024-09-22,2024-09-28,0
ORD-A266DA47EC,Walmart,Cotton T-shirt,clothing,29.35,43.62,0,2024-08-17,2024-08-21,0
ORD-E8C3EE8DEF,BestBuy,Storage organizer set,home,28.02,9.64,0,2024-04-25,2024-05-09,0
ORD-B61AC0ECF5,Walmart,Denim jacket,clothing,40.28,6.42,0,2024-11-16,2024-11-23,1
ORD-0B605F4ED9,Amazon,Fantasy novel,books,21.89,7.59,0,2024-06-20,2024-07-01,0
ORD-EB4EAF9BE8,Walmart,Cooking guide,books,14.20,8.14,0,2024-06-19,2024-06-25,0
ORD-DB1713C431,Kobo,Cotton T-shirt,clothing,33.12,10.67,0,2024-02-13,2024-02-26,0
ORD-EEF73C4F19,Etsy,Paperback thriller,books,18.33,0.79,0,2024-02-01,2024-02-13,0
ORD-DC7962CC99,Newegg,Kitchen blender,home,42.86,9.12,0,2024-01-29,2024-02-05,0
ORD-D515646E5C,Newegg,Paperback thriller,books,19.30,2.14,0,2024-07-29,2024-08-02,0
ORD-AB4E85B93C,Amazon,Sandals,shoes,49.94,12.14,0,2024-11-13,2024-11-20,0
ORD-EE1937E583,Kobo,Casual hoodie,clothing,28.46,25.82,1,2024-02-22,2024-02-24,0
ORD-C04080B15E,Walmart,Winter boots,shoes,69.27,25.99,0,2024-06-30,2024-07-05,0
ORD-B79531CFFB,Target,Science textbook,books,13.55,7.94,0,2024-01-23,2024-01-25,0
ORD-0B3341914C,Zappos,Cooking guide,books,20.82,7.17,0,2024-10-04,2024-10-13,0
ORD-C33855AAFA,Etsy,Desk lamp,home,32.15,12.16,0,2024-01-05,2024-01-11,0
ORD-7FAF49C789,Amazon,Smart watch,electronics,228.10,12.36,0,2024-10-13,2024-10-24,0
